registration,model_code,model_text,country_code,production_date,owner_icao
N212CE,C56X,Cessna 560XL Citation XLS,US,2006-01-01,JTL
N212HA,A21N,Airbus A321-271N,US,2018-05-01,HAL
N212JQ,E75S,Embraer E175LR,US,2008-11-01,RPA
N212LC,SR20,Cirrus SR20,US,2016-01-01,
N212NN,E75L,Embraer E175LR,US,2015-08-01,ENY
N212WN,B737,Boeing 737-7H4,US,2005-05-01,SWA
N21313,P32T,Piper PA-32RT-300T,US,1978-01-01,
N21359,C82S,Cessna T182T Turbo Skylane,US,2007-01-01,
N2135U,B77W,Boeing 777-322(ER),US,2017-02-01,UAL
N2136U,B77W,Boeing 777-322(ER),US,2017-03-01,UAL
N2139J,P28A,Piper PA-28-181,US,1978-01-01,
N213AZ,RV9,Van's RV-9A,US,2017-01-01,
N213EX,E300,Extra EA-300/L,US,2005-01-01,
N213FR,A320,Airbus A320-214,US,2011-04-01,FFT
N213HA,A21N,Airbus A321-271N,US,2018-07-01,HAL
N213JQ,E75S,Embraer E175LR,US,2008-11-01,RPA
N213NN,E75L,Embraer E175LR,US,2015-09-01,ENY
N213SY,E75L,Embraer E175LR,US,2017-05-01,SKW
N213TB,SR22,Cirrus SR22,US,2004-01-01,
N213UA,B772,Boeing 777-222,US,2000-08-01,UAL
N213WN,B737,Boeing 737-7H4,US,2005-05-01,SWA
N21421,C182,Cessna 182P Skylane,US,1972-01-01,
N2142J,A21N,Airbus A321-271NX,US,2021-05-01,JBU
N2143J,BE58,Beech 58 Baron,US,1998-01-01,LBQ
N2144V,C182,Cessna 182T Skylane,US,2003-01-01,
N2145X,M20P,Mooney M-20R,US,1998-01-01,
N21472,C182,Cessna 182P Skylane,US,1972-01-01,
N214AK,B739,Boeing 737-990(ER),US,2019-02-01,ASA
N214BZ,BCS3,Airbus A220-300,US,2022-06-01,MXY
N214FC,GLF4,Gulfstream G450,US,2013-01-01,
N214HA,A21N,Airbus A321-271N,US,2018-07-01,HAL
N214JQ,E75S,Embraer E175LR,US,2009-01-01,RPA
N214NN,E75L,Embraer E175LR,US,2015-09-01,ENY
N214PJ,C182,Cessna 182Q Skylane,US,1978-01-01,
N214UA,B772,Boeing 777-222,US,2000-08-01,UAL
N214WN,B737,Boeing 737-7H4,US,2005-05-01,SWA
N2150,C208,Cessna 208B Grand Caravan EX,US,2013-01-01,
N21547,C82S,Cessna T182T Turbo Skylane,US,2007-01-01,
N21557,C182,Cessna 182P Skylane,US,1973-01-01,
N21585,C172,Cessna 172M Skyhawk,US,1974-01-01,
N215AK,B739,Boeing 737-990(ER),US,2019-03-01,ASA
N215BA,C208,Cessna 208B Grand Caravan EX,US,2015-01-01,BRG
N215JQ,E75S,Embraer E175LR,US,2009-01-01,RPA
N215NN,E75L,Embraer E175LR,US,2015-09-01,ENY
N215NV,A320,Airbus A320-214,US,2000-07-01,AAY
N215TA,C208,Cessna 208B Grand Caravan,US,1995-01-01,SNC
N215UA,B772,Boeing 777-222,US,2000-08-01,UAL
N215WN,B737,Boeing 737-7H4,US,2005-05-01,SWA
N2162K,PA44,Piper PA-44-180 Seminole,US,1978-01-01,
N2163G,P28A,Piper PA-28-181,US,1978-01-01,
N216FR,A320,Airbus A320-214,US,2011-06-01,FFT
N216GA,,,US,,
N216JB,E190,Embraer E190AR,US,2006-04-01,JBU
N216JQ,E75S,Embraer E175LR,US,2009-02-01,RPA
N216NN,E75L,Embraer E175LR,US,2015-10-01,ENY
N216NV,A320,Airbus A320-214,US,2000-09-01,AAY
N216UA,B772,Boeing 777-222(ER),US,2000-07-01,UAL
N216WR,B737,Boeing 737-7H4,US,2005-06-01,SWA
N21712,GLID,Sport Aviation USSR LAK-12,US,1994-03-01,
N21723,B737,Boeing 737-724,US,1999-04-01,UAL
N2172E,B39M,Boeing 737 MAX 9,US,2022-12-01,UAL
N2174X,P28A,Piper PA-28-181,US,1979-01-01,
N2178C,C177,Cessna 177B Cardinal,US,1978-01-01,
N2179T,P28A,Piper PA-28-180,US,1972-01-01,
N217EB,PC12,Pilatus PC-12/45,US,1996-01-01,
N217HA,A21N,Airbus A321-271N,US,2018-11-01,HAL
N217JC,B737,Boeing 737-7H4,US,2005-06-01,SWA
N217JQ,E75L,Embraer E175LR,US,2007-01-01,RPA
N217NN,E75L,Embraer E175LR,US,2015-10-01,ENY
N217NV,A320,Airbus A320-214,US,2000-10-01,AAY
N217QS,CL60,Bombardier Challenger 650,US,2016-01-01,EJA
N217TX,P32R,Piper PA-32R-301,US,1997-01-01,
N2182N,C140,Cessna 140,US,1947-01-01,
N218AC,S64,Erickson S-64E,US,1967-01-01,
N218HA,A21N,Airbus A321-271N,US,2019-02-01,HAL
N218JQ,E75S,Embraer E175LR,US,2007-01-01,RPA
N218NN,E75L,Embraer E175LR,US,2015-11-01,ENY
N218NV,A320,Airbus A320-214,US,2000-04-01,AAY
N218PS,CRJ2,Mitsubishi CRJ-200ER,US,2003-12-01,SKW
N218SH,AS50,Airbus Helicopters H125,US,2018-01-01,
N218WL,DA40,Diamond DA40 Diamond Star,US,2004-01-01,
N218WN,B737,Boeing 737-7H4,US,2005-06-01,SWA
N218WS,P28A,Piper PA-28-181,US,1979-01-01,
N219JA,SF34,Saab 340B(F),US,2021-07-01,CSJ
N219NN,E75L,Embraer E175LR,US,2015-11-01,ENY
N219NV,A320,Airbus A320-214,US,2000-05-01,AAY
N219RS,S22T,Cirrus SR22T,US,2020-01-01,
N219SG,C172,Cessna 172S Skyhawk SP,US,2016-01-01,
N219UA,B772,Boeing 777-222(ER),US,2000-12-01,UAL
N219WN,B737,Boeing 737-7H4,US,2005-06-01,SWA
N219YX,E75S,Embraer E175LR,US,2007-01-01,RPA
N21FW,BE99,Beech B-99 Airliner,US,1969-01-01,AMF
N21KJ,P28A,Piper PA-28-140,US,1964-01-01,
N21UA,C550,Cessna 550 Citation II,US,1982-01-01,
N2200F,C82S,Cessna T182T Turbo Skylane,US,2007-01-01,
N22014,C150,Cessna 150H,US,1967-01-01,
N2203,,,US,1972-01-01,
N2203T,P28A,Piper PA-28-161,US,1979-01-01,
N220HA,A21N,Airbus A321-271N,US,2019-05-01,HAL
N220JQ,E75S,Embraer ERJ-175LR,US,2007-04-01,RPA
N220LE,C56X,Cessna 560XL Citation Excel,US,2001-01-01,
N220NN,E75L,Embraer E175LR,US,2015-10-01,ENY
N220NV,A320,Airbus A320-214,US,2000-06-01,AAY
N220PK,S22T,Cirrus SR22T,US,2010-01-01,
N220W,PA46,Piper PA-46-350P Malibu Mirage,US,,
N220WN,B737,Boeing 737-7H4,US,2005-07-01,SWA
N2211Q,,,US,1968-01-01,
N221BH,BE99,Beech C-99 Airliner,US,1981-01-01,WIG
N221JQ,E75S,Embraer E175LR,US,2007-01-01,RPA
N221N,BE36,Beech A36 Bonanza,US,1981-01-01,
N221NN,E75L,Embraer E175LR,US,2015-11-01,ENY
N221NV,A320,Airbus A320-214,US,2000-07-01,AAY
N221PS,CRJ2,Mitsubishi CRJ-200LR,US,2004-01-01,SKW
N221TW,FA20,Dassault Falcon 20F,US,1969-01-01,AJI
N221UA,B772,Boeing 777-222(ER),US,2001-06-01,UAL
N221WN,B737,Boeing 737-7H4,US,2005-08-01,SWA
N222CF,S22T,Cirrus SR22T,US,2018-01-01,
N222JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N222NS,E75L,Embraer E175LR,US,2015-12-01,ENY
N222NV,A320,Airbus A320-214,US,2001-06-01,AAY
N222RT,S22T,Cirrus SR22T,US,2018-01-01,
N222TK,C182,Cessna 182K Skylane,US,1967-01-01,
N222UA,B772,Boeing 777-222(ER),US,2001-07-01,UAL
N222WN,B737,Boeing 737-7H4,US,2005-08-01,SWA
N2233W,P28A,Piper PA-28-161,US,,
N2234Q,M20P,Mooney M20S Eagle 2,US,2000-06-01,
N223BH,BE99,Beech C-99 Airliner,US,1981-01-01,AMF
N223JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N223JS,CRJ2,Mitsubishi CRJ-200LR,US,2004-01-01,JIA
N223JT,E55P,Embraer Phenom 300,US,2016-01-01,
N223NN,E75L,Embraer E175LR,US,2015-12-01,ENY
N223NV,A320,Airbus A320-214,US,2001-07-01,AAY
N223PB,C402,Cessna 402C,US,1979-01-01,KAP
N223WB,ALIG,Arion Lightning XS,US,2020-04-01,
N223WN,B737,Boeing 737-7H4,US,2005-10-01,SWA
N2240X,C337,Cessna 337,US,1965-01-01,
N2242F,P28B,Piper PA-28-236,US,1978-01-01,
N2244G,S22T,Cirrus SR22T,US,2015-01-01,
N2249,K100,Quest Kodiak 100,US,2022-06-01,
N224AH,SR22,Cirrus SR22,US,2005-01-01,
N224AK,B739,Boeing 737-990(ER),US,2016-04-01,ASA
N224JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N224NC,F2TH,Dassault Falcon 2000,US,2021-12-01,RNI
N224NN,E75L,Embraer E175LR,US,2016-01-01,ENY
N224NV,A320,Airbus A320-214,US,2001-12-01,AAY
N224UA,B772,Boeing 777-222(ER),US,2001-11-01,UAL
N224V,P28A,Piper PA-28-161,US,1979-01-01,
N224WN,B737,Boeing 737-7H4,US,2005-10-01,SWA
N2251U,B77W,Boeing 777-300(ER),US,2020-01-01,UAL
N2253V,C140,Cessna 140,US,1948-01-01,
N225BH,BE99,Beech C-99 Airliner,US,1982-01-01,AMF
N225CF,SR22,Cirrus SR22,US,2021-01-01,
N225DB,HDJT,Honda HA-420 HondaJet,US,2017-01-01,JIT
N225JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N225LH,BE20,Beech C-12C Huron,US,,
N225MA,P46T,Piper PA-46-500TP,US,2001-01-01,
N225NN,E75L,Embraer E175LR,US,2016-01-01,ENY
N225NV,A320,Airbus A320-214,US,1997-06-01,AAY
N225UA,B772,Boeing 777-222(ER),US,2001-11-01,UAL
N225WM,R22,Robinson R22 Beta,US,2007-01-01,
N225WN,B737,Boeing 737-7H4,US,2005-11-01,SWA
N2262Q,P28A,Piper PA-28-181,US,1977-01-01,
N22657,,,US,1939-01-01,
N226AG,R66,Robinson R66 Turbine,US,2012-01-01,
N226JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N226JW,C82S,Cessna T182T Turbo Skylane,US,2004-01-01,
N226NN,E75L,Embraer E175LR,US,2016-02-01,ENY
N226NV,A320,Airbus A320-214,US,1997-10-01,
N226WG,A321,Airbus A321-211,US,2017-08-01,
N226WN,B737,Boeing 737-7H4,US,2005-11-01,SWA
N227AZ,B763,Boeing 767-323(ER)(BDSF),US,1994-12-01,ATN
N227FR,A320,Airbus A320-214,US,2014-06-01,
N227HA,A21N,Airbus A321-271N,US,2019-10-01,HAL
N227JQ,E75L,Embraer E175LR,US,2008-01-01,RPA
N227LC,SW4,Fairchild Swearingen Metroliner,US,1988-01-01,BMJ
N227MH,B06,Bell 206L-4 LongRanger IV,US,2009-01-01,
N227NN,E75L,Embraer E175LR,US,2016-02-01,ENY
N227NV,A320,Airbus A320-214,US,1997-09-01,
N227PG,SR22,Cirrus SR22,US,2010-01-01,
N227RT,SR22,Cirrus SR22,US,2007-01-01,
N227VL,VL3,JMB Aircraft VL-3 Evolution,US,2021-07-01,
N227WN,B737,Boeing 737-7H4,US,2005-11-01,SWA
N228BE,P180,Piaggio P.180 Avanti,US,2008-01-01,
N228DA,C208,Cessna 208B Super Cargomaster,US,2008-01-01,APC
N228FR,A320,Airbus A320-214,US,2013-02-01,FFT
N228HM,RV8,Van's RV-8,US,2012-01-01,
N228JB,E190,Embraer E190AR,US,2006-04-01,JBU
N228JH,C421,Cessna 421C Golden Eagle,US,1980-01-01,
N228JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N228NN,E75L,Embraer E175LR,US,2016-03-01,ENY
N228PQ,CRJ9,Mitsubishi CRJ-900LR,US,2009-03-01,EDV
N228PS,CRJ2,Mitsubishi CRJ-200ER,US,2004-01-01,SKW
N228UA,B772,Boeing 777-222(ER),US,2002-01-01,UAL
N228US,DA42,Diamond DA-42 Twin Star,US,2008-01-01,
N228WN,B737,Boeing 737-7H4,US,2005-12-01,SWA
N2294L,BE33,Beech F33A Bonanza,US,1976-01-01,
N229AZ,B763,Boeing 767-323(ER)(BDSF),US,1994-03-01,ATN
N229CK,FA20,Dassault Falcon 20,US,,KFS
N229FR,A320,Airbus A320-214,US,2013-03-01,FFT
N229JB,E190,Embraer E190AR,US,2006-05-01,JBU
N229JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N229JT,HDJT,Honda HA-420 HondaJet,US,2020-01-01,JIT
N229NN,E75L,Embraer E175LR,US,2016-03-01,ENY
N229NV,A320,Airbus A320-214,US,1997-09-01,AAY
N229SW,E120,Embraer EMB-120FC Brasilia,US,1995-01-01,BYA
N229WN,B737,Boeing 737-7H4,US,2006-01-01,SWA
N22EJ,EXNG,Extra NG,US,2022-01-01,
N22EW,BE55,Beech 95-B55 Baron,US,1968-01-01,
N22MY,TBM8,Socata TBM-850,US,2008-01-01,
N22NV,RV6,Van's RV-6A,US,1999-01-01,
N22TL,S22T,Cirrus SR22T,US,2021-01-01,
N22XU,SR22,Cirrus SR22,US,2016-01-01,
N2301R,0000,,US,,
N230AC,A320,Airbus A320-214,US,2008-10-01,AVA
N230FR,A320,Airbus A320-214,US,2015-09-01,FFT
N230NN,E75L,Embraer E175LR,US,2016-03-01,ENY
N230NV,A320,Airbus A320-214,US,2000-11-01,AAY
N230WN,B737,Boeing 737-7H4,US,2006-02-01,SWA
N23108,C150,Cessna 150H,US,1968-01-01,
N23139,E45X,Embraer ERJ-145XR,US,2003-05-01,UCA
N231AN,E75L,Embraer E175LR,US,2016-04-01,ENY
N231CX,M20T,Mooney M20K,US,1979-01-01,
N231GC,M20T,Mooney M20K,US,1979-01-01,
N231JB,E190,Embraer E190AR,US,2006-05-01,JBU
N231JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N231LF,M20T,Mooney M20K,US,1979-01-01,
N231NU,M20T,Mooney M20K,US,1980-01-01,
N231NV,A320,Airbus A320-214,US,2000-01-01,AAY
N231SP,C182,Cessna 182T Skylane,US,2011-01-01,
N231WN,B737,Boeing 737-7H4,US,2006-02-01,SWA
N2322Y,C172,Cessna 172S Skyhawk SP,US,2005-01-01,
N232FR,A320,Airbus A320-232,US,2015-10-01,FFT
N232JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N232KM,R66,Robinson R66 Turbine,US,2020-01-01,
N232L,PA18,Cubcrafters CC18-180,US,2014-01-01,
N232NN,E75L,Embraer E175LR,US,2016-05-01,ENY
N232NV,A320,Airbus A320-214,US,2000-03-01,AAY
N232PQ,CRJ9,Mitsubishi CRJ-900LR,US,2009-04-01,EDV
N232WN,B737,Boeing 737-7H4,US,2006-02-01,SWA
N2330E,C172,Cessna 172N Skyhawk,US,1978-01-01,
N2332U,B77W,Boeing 777-322(ER),US,2016-12-01,UAL
N2334W,BE36,Beech A36 Bonanza,US,1997-01-01,
N233AZ,B763,Boeing 767-323(ER)(BDSF),US,1998-04-01,ATN
N233BA,A5,Icon A5,US,2019-01-01,
N233FR,A320,Airbus A320-214,US,2016-04-01,FFT
N233JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N233KS,C182,Cessna 182S Skylane,US,1998-01-01,
N233LV,B737,Boeing 737-7H4,US,2006-03-01,SWA
N233NN,E75L,Embraer E175LR,US,2016-05-01,ENY
N233NV,A320,Airbus A320-214,US,2003-03-01,AAY
N2343R,P28A,Piper PA-28-180,US,1969-01-01,
N234FW,B06,Bell OH-58A Kiowa,US,2011-01-01,
N234HE,T206,Cessna T206H Turbo Stationair,US,2011-01-01,
N234HW,,,US,2012-01-01,
N234JW,E75L,Embraer E175LR,US,2016-06-01,ENY
N234NV,A320,Airbus A320-214,US,2001-03-01,AAY
N234WN,B737,Boeing 737-7H4,US,2006-03-01,SWA
N2352U,B77W,Boeing 777-300(ER),US,2020-02-01,UAL
N2356M,R22,Robinson R22 Beta,US,1993-01-01,
N235FR,A320,Airbus A320-214,US,2016-08-01,FFT
N235JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N235NN,E75L,Embraer E175LR,US,2016-06-01,ENY
N235NV,A320,Airbus A320-214,US,1999-11-01,AAY
N235SW,E120,Embraer EMB-120ER(F) Brasilia,US,,BYA
N235WN,B737,Boeing 737-7H4,US,2006-03-01,SWA
N2364X,C182,Cessna 182H Skylane,US,1965-01-01,
N236AK,B739,Boeing 737-990(ER),US,2016-04-01,ASA
N236FR,A320,Airbus A320-214,US,2016-10-01,FFT
N236JB,E190,Embraer E190AR,US,2006-06-01,JBU
N236JQ,E75L,Embraer E175LR,US,2008-01-01,RPA
N236MA,DA40,Diamond DA40 Diamond Star,US,2004-01-01,
N236MH,P28B,Piper PA-28-236,US,1981-01-01,
N236NN,E75L,Embraer E175LR,US,2016-06-01,ENY
N236NV,A320,Airbus A320-214,US,2003-09-01,AAY
N236WN,B737,Boeing 737-7H4,US,2006-04-01,SWA
N23707,B737,Boeing 737-724,US,1998-05-01,UAL
N23708,B737,Boeing 737-724,US,1998-05-01,UAL
N23717,BE36,Beech A36 Bonanza,US,1978-01-01,
N23721,B737,Boeing 737-724,US,1999-02-01,UAL
N237AK,B739,Boeing 737-990(ER),US,2016-04-01,ASA
N237JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N237NN,E75L,Embraer E175LR,US,2016-07-01,ENY
N237NV,A320,Airbus A320-214,US,2003-09-01,AAY
N237WN,B737,Boeing 737-7H4,US,2006-04-01,SWA
N2384L,C172,Cessna 172R Skyhawk,US,1999-01-01,
N2385K,PA38,Piper PA-38 Tomahawk,US,1979-01-01,
N238AK,B739,Boeing 737-990(ER),US,2016-05-01,ASA
N238FR,A320,Airbus A320-214,US,2016-12-01,FFT
N238JB,E190,Embraer E190AR,US,2006-06-01,JBU
N238JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N238NN,E75L,Embraer E175LR,US,2016-08-01,ENY
N238NV,A320,Airbus A320-214,US,2003-10-01,AAY
N238WN,B737,Boeing 737-7H4,US,2006-05-01,SWA
N2393Z,C172,Cessna 172S Skyhawk SP,US,2000-01-01,
N2394S,C82R,Cessna R182 Skylane RG,US,1979-01-01,
N2396R,C182,Cessna 182G Skylane,US,1964-01-01,
N23983,B789,Boeing 787-9 Dreamliner,US,2020-09-01,UAL
N239AZ,B763,Boeing 767-323(ER)(BDSF),US,1995-01-01,ATN
N239JB,E190,Embraer E190AR,US,2006-07-01,JBU
N239JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N239NN,E75L,Embraer E175LR,US,2016-08-01,ENY
N239NV,A320,Airbus A320-214,US,2003-11-01,AAY
N239QS,CL60,Bombardier Challenger 650,US,2019-01-01,EJA
N239QX,,,US,,
N239WN,B737,Boeing 737-7H4,US,2006-05-01,SWA
N23BF,S22T,Cirrus SR22T,US,2021-01-01,
N23CV,EAGL,Aviat Eagle-II,US,,
N23JP,,,US,2009-01-01,
N2406D,PA38,Piper PA-38 Tomahawk,US,1978-01-01,
N2407N,C172,Cessna 172S Skyhawk SP,US,2007-01-01,
N240CK,FA20,Dassault Falcon 20,US,1966-01-01,KFS
N240FL,H500,MD Helicopters MD 500D,US,1978-01-01,
N240JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N240NN,E75L,Embraer E175LR,US,2016-08-01,ENY
N240NV,A320,Airbus A320-214,US,2000-03-01,AAY
N240SY,E75L,Embraer E175LR,US,2016-07-01,SKW
N240WN,B737,Boeing 737-7H4,US,2006-05-01,SWA
N24103,E45X,Embraer ERJ-145XR,US,2002-10-01,UCA
N24128,E45X,Embraer ERJ-145XR,US,2003-02-01,UCA
N241AZ,B763,Boeing 767-323(ER)(BDSF),US,1995-01-01,ATN
N241BA,C208,Cessna 208B Grand Caravan,US,2015-01-01,BRG
N241DH,SW4,Fairchild Swearingen Metroliner,US,1985-01-01,AMF
N241JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N241LR,CRJ9,Mitsubishi CRJ-900ER,US,2006-04-01,ASH
N241ME,C182,Cessna 182S Skylane,US,2000-01-01,
N241NN,E75L,Embraer E175LR,US,2016-09-01,ENY
N241NV,A320,Airbus A320-214,US,2000-04-01,AAY
N241QS,CL60,Bombardier Challenger 650,US,2019-01-01,EJA
N241SE,P32R,Piper PA-32R-301,US,2006-01-01,
N241SY,E75L,Embraer E175LR,US,2016-08-01,SKW
N241WN,B737,Boeing 737-7H4,US,2006-05-01,SWA
N24202,B738,Boeing 737-824,US,2000-05-01,UAL
N2420J,C150,Cessna 150G,US,1966-01-01,
N24211,B738,Boeing 737-824,US,1998-06-01,UAL
N24212,B738,Boeing 737-824,US,1998-06-01,UAL
N24224,B738,Boeing 737-824,US,1998-11-01,UAL
N2422B,GC1,Temco GC-1B,US,1956-01-01,
N2423C,C82S,Cessna T182T Turbo Skylane,US,2007-01-01,
N2425C,C182,Cessna 182Q Skylane,US,1979-01-01,
N242CK,CL60,Bombardier Challenger 601-3R,US,1995-01-01,KFS
N242G,C340,Cessna 340A,US,1979-01-01,
N242GT,TB20,Socata TB-20 Trinidad,US,2001-01-01,
N242JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N242JX,E145,Embraer ERJ-145LR,US,2000-01-01,JSX
N242NN,E75L,Embraer E175LR,US,2016-09-01,ENY
N242NV,A320,Airbus A320-214,US,2001-01-01,AAY
N242SY,E75L,Embraer E175LR,US,2016-08-01,SKW
N242WN,B737,Boeing 737-7H4,US,2006-06-01,SWA
N24336,C172,Cessna 172R Skyhawk,US,2000-01-01,
N2437L,C182,Cessna 182T Skylane,US,2006-01-01,
N243CK,BE20,Beech B200 Super King Air,US,1997-01-01,KFS
N243JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N243JX,E145,Embraer ERJ-145LR,US,2000-01-01,JSX
N243NN,E75L,Embraer E175LR,US,2016-09-01,ENY
N243NV,A320,Airbus A320-214,US,2001-03-01,AAY
N243SY,E75L,Embraer E175LR,US,2016-08-01,SKW
N243WN,B737,Boeing 737-7H4,US,2006-06-01,SWA
N2442C,C180,Cessna 180,US,1954-01-01,
N244CK,FA20,Dassault Falcon 20,US,1977-01-01,KFS
N244JH,BE36,Beech A36 Bonanza,US,1976-01-01,
N244JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N244JX,E145,Embraer ERJ-145LR,US,2000-01-01,JSX
N244LR,CRJ9,Mitsubishi CRJ-900LR,US,2009-04-01,ASH
N244NN,E75L,Embraer E175LR,US,2016-10-01,ENY
N244NV,A320,Airbus A320-214,US,2001-02-01,AAY
N244PS,CRJ2,Mitsubishi CRJ-200ER,US,2004-03-01,
N244Q,PC24,Pilatus PC-24,US,2021-01-01,
N244SY,E75L,Embraer E175LR,US,2016-09-01,SKW
N244WN,B737,Boeing 737-7H4,US,2006-06-01,SWA
N2456H,T206,Cessna T206H Turbo Stationair,US,1999-01-01,
N2458B,BE58,Beech G58 Baron,US,2016-01-01,
N245JQ,E75L,Embraer E175LR,US,2008-01-01,RPA
N245JX,E145,Embraer ERJ-145LR,US,2000-01-01,JSX
N245L,BE36,Beech A36 Bonanza,US,,
N245LR,CRJ9,Mitsubishi CRJ-900LR,US,2009-05-01,ASH
N245NN,E75L,Embraer E175LR,US,2016-11-01,ENY
N245NV,A320,Airbus A320-214,US,2001-07-01,AAY
N245SW,BE36,Beech A36 Bonanza,US,1982-01-01,
N245VA,RV12,Van's RV-12,US,2013-01-01,
N245WN,B737,Boeing 737-7H4,US,2006-06-01,SWA
N2462G,C206,Cessna 206H Stationair,US,2007-01-01,
N2464C,T206,Cessna T206H Turbo Stationair,US,2005-01-01,
N2464W,P32R,Piper PA-32R-301,US,1995-01-01,
N246DB,SR22,Cirrus SR22,US,2007-01-01,
N246GA,,,US,2018-01-01,
N246JQ,E75S,Embraer E175LR,US,2008-01-01,RPA
N246JX,E145,Embraer ERJ-145LR,US,2001-01-01,JSX
N246LR,CRJ9,Mitsubishi CRJ-900LR,US,2009-06-01,ASH
N246LV,B737,Boeing 737-7H4,US,2006-06-01,SWA
N246NN,E75L,Embraer E175LR,US,2016-11-01,ENY
N246NV,A320,Airbus A320-214,US,2017-04-01,AAY
N246PS,CRJ2,Mitsubishi CRJ-200LR,US,2004-04-01,JIA
N246SY,E75L,Embraer E175LR,US,2016-10-01,SKW
N24702,B737,Boeing 737-724,US,1998-03-01,UAL
N24706,B737,Boeing 737-724,US,1998-04-01,UAL
N2470Q,C182,Cessna 182K Skylane,US,1966-01-01,
N24715,B737,Boeing 737-724,US,1998-09-01,UAL
N24729,B737,Boeing 737-724,US,1999-07-01,UAL
N24736,B737,Boeing 737-724,US,1999-09-01,UAL
N247AK,B739,Boeing 737-990(ER),US,2016-05-01,ASA
N247DH,SW4,Fairchild Swearingen Metroliner,US,1985-01-01,AMF
N247GS,C402,Cessna 402C,US,1982-01-01,KAP
N247JB,E190,Embraer E190AR,US,2006-07-01,JBU
N247JX,E145,Embraer ERJ-145LR,US,2003-01-01,JSX
N247LR,CRJ9,Mitsubishi CRJ-900LR,US,2011-08-01,ASH
N247NN,E75L,Embraer E175LR,US,2016-11-01,ENY
N247NV,A320,Airbus A320-214,US,2017-05-01,AAY
N247R,RV7,Van's RV-7A,US,2011-01-01,
N247SS,EA50,Eclipse 500,US,2008-01-01,
N247SY,E75L,Embraer E175LR,US,2016-10-01,SKW
N247VB,C240,Cessna T240 Corvalis TTx,US,2015-01-01,
N247WN,B737,Boeing 737-7H4,US,2006-06-01,SWA
N248AK,B739,Boeing 737-990(ER),US,2016-06-01,ASA
N248AP,COL3,Lancair Columbia 350,US,2006-01-01,
N248LR,CRJ9,Mitsubishi CRJ-900LR,US,2011-10-01,ASH
N248NN,E75L,Embraer E175LR,US,2017-01-01,ENY
N248NV,A320,Airbus A320-214,US,2017-07-01,AAY
N248WN,B737,Boeing 737-7H4,US,2006-07-01,SWA
N2495U,C172,Cessna 172D Skyhawk,US,1963-01-01,
N24979,B789,Boeing 787-9 Dreamliner,US,2020-04-01,UAL
N24980,B789,Boeing 787-9 Dreamliner,US,2020-06-01,UAL
N249JB,E190,Embraer E190AR,US,2006-08-01,JBU
N249LR,CRJ9,Mitsubishi CRJ-900LR,US,2011-10-01,ASH
N249NN,E75L,Embraer E175LR,US,2017-02-01,ENY
N249NV,A320,Airbus A320-214,US,2017-07-01,AAY
N249TA,T206,Cessna Turbo Stationair HD,US,2018-01-01,
N249TX,CL60,Bombardier Challenger 604,US,2004-01-01,JTL
N249WN,B737,Boeing 737-7H4,US,2006-07-01,SWA
N24BF,BE36,Beech A36 Bonanza,US,1980-01-01,
N24GV,C172,Cessna 172M Skyhawk,US,1975-01-01,
N24NX,PC24,Pilatus PC-24,US,2020-02-01,
N24SV,PC24,Pilatus PC-24,US,2020-08-01,
N24WB,,,US,2020-01-01,
N2500Z,CH7B,Bellanca 7GCBC,US,1977-01-01,
N250JH,SR22,Cirrus SR22,US,2013-01-01,
N250NN,E75L,Embraer E175LR,US,2017-02-01,ENY
N250NV,A320,Airbus A320-214,US,2017-07-01,AAY
N250ST,BE20,Beech King Air 250,US,2017-01-01,
N250SY,E75L,Embraer E175LR,US,2016-10-01,SKW
N250TH,R44,Robinson R44 Cadet,US,2018-01-01,
N250UP,MD11,McDonnell Douglas MD-11F,US,1995-12-01,UPS
N250WN,B737,Boeing 737-7H4,US,2006-08-01,SWA
N251AK,B739,Boeing 737-990(ER),US,2016-06-01,ASA
N251AZ,B763,Boeing 767-323ER(BDSF),US,1999-03-01,ATN
N251EA,PA27,Piper PA-23-250 Aztec,US,1969-01-01,
N251JX,E135,Embraer ERJ-135LR,US,2000-02-01,JSX
N251NN,E75L,Embraer E175LR,US,2017-03-01,ENY
N251NV,A320,Airbus A320-214,US,2017-09-01,AAY
